
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:11:02.090 --> 00:11:02.410]   you
[00:11:02.410 --> 00:11:02.880]   start
[00:11:02.880 --> 00:11:03.080]   to
[00:11:03.080 --> 00:11:03.380]   see
[00:11:03.380 --> 00:11:03.710]   and
[00:11:03.710 --> 00:11:04.080]   feel
[00:11:04.080 --> 00:11:04.470]   and
[00:11:04.470 --> 00:11:04.780]   make
[00:11:04.780 --> 00:11:05.080]   the
[00:11:05.080 --> 00:11:06.080]   difference
[00:11:06.080 --> 00:11:06.480]  .
[00:11:06.480 --> 00:11:07.040]   Okay
[00:11:07.040 --> 00:11:07.480]  .
[00:11:07.480 --> 00:11:08.040]   Yeah
[00:11:08.040 --> 00:11:08.480]  .
[00:11:08.480 --> 00:11:08.630]   It
[00:11:08.630 --> 00:11:08.780]  's
[00:11:08.780 --> 00:11:09.230]   almost
[00:11:09.230 --> 00:11:09.530]   like
[00:11:09.530 --> 00:11:09.750]   you
[00:11:09.750 --> 00:11:10.050]  're
[00:11:10.050 --> 00:11:10.580]   learning
[00:11:10.580 --> 00:11:10.650]   a
[00:11:10.650 --> 00:11:11.070]   new
[00:11:11.070 --> 00:11:11.170]   yoga
[00:11:11.170 --> 00:11:11.470]   pose
[00:11:11.470 --> 00:11:11.620]   or
[00:11:11.620 --> 00:11:11.870]   the
[00:11:11.870 --> 00:11:12.350]   proper
[00:11:12.350 --> 00:11:12.900]   movement
[00:11:12.900 --> 00:11:13.110]   for
[00:11:13.110 --> 00:11:13.650]   lifting
[00:11:13.650 --> 00:11:14.280]   weights
[00:11:14.280 --> 00:11:14.370]   or
[00:11:14.370 --> 00:11:14.800]   something
[00:11:14.800 --> 00:11:14.970]  ,
[00:11:14.970 --> 00:11:15.140]   right
[00:11:15.140 --> 00:11:15.280]  ?
[00:11:15.280 --> 00:11:15.410]   It
[00:11:15.410 --> 00:11:15.530]  's
[00:11:15.530 --> 00:11:15.970]   really
[00:11:15.970 --> 00:11:16.010]   a
[00:11:16.010 --> 00:11:16.550]   physical
[00:11:16.550 --> 00:11:16.960]   action
[00:11:16.960 --> 00:11:17.200]  .
[00:11:17.200 --> 00:11:17.760]   Yeah
[00:11:17.760 --> 00:11:18.200]  .
[00:11:18.200 --> 00:11:18.350]   It
[00:11:18.350 --> 00:11:18.890]   really
[00:11:18.890 --> 00:11:18.960]   is
[00:11:18.960 --> 00:11:19.200]  .
[00:11:19.200 --> 00:11:19.370]   It
[00:11:19.370 --> 00:11:19.540]  's
[00:11:19.540 --> 00:11:19.890]   like
[00:11:19.890 --> 00:11:20.310]   maybe
[00:11:20.310 --> 00:11:20.580]   you
[00:11:20.580 --> 00:11:20.900]   were
[00:11:20.900 --> 00:11:21.500]   trained
[00:11:21.500 --> 00:11:21.820]   in
[00:11:21.820 --> 00:11:22.180]   ballet
[00:11:22.180 --> 00:11:22.430]   and
[00:11:22.430 --> 00:11:22.680]   now
[00:11:22.680 --> 00:11:22.850]   we
[00:11:22.850 --> 00:11:23.100]  're
[00:11:23.100 --> 00:11:23.610]   asking
[00:11:23.610 --> 00:11:23.850]   you
[00:11:23.850 --> 00:11:24.030]   to
[00:11:24.030 --> 00:11:24.200]   do
[00:11:24.200 --> 00:11:24.660]   hip
[00:11:24.660 --> 00:11:24.700]   hop
[00:11:24.700 --> 00:11:25.080]  .
[00:11:25.080 --> 00:11:25.270]   So
[00:11:25.270 --> 00:11:25.480]   it
[00:11:25.480 --> 00:11:25.770]  's
[00:11:25.770 --> 00:11:26.650]   confusing
[00:11:26.650 --> 00:11:26.880]  .
[00:11:26.880 --> 00:11:26.890]  
[00:11:26.890 --> 00:11:26.990]   It
[00:11:26.990 --> 00:11:27.120]   can
[00:11:27.120 --> 00:11:27.270]   be
[00:11:27.270 --> 00:11:27.560]   hard
[00:11:27.560 --> 00:11:27.910]   because
[00:11:27.910 --> 00:11:28.080]   you
[00:11:28.080 --> 00:11:28.260]  're
[00:11:28.260 --> 00:11:28.480]   used
[00:11:28.480 --> 00:11:28.590]   to
[00:11:28.590 --> 00:11:29.060]   standing
[00:11:29.060 --> 00:11:29.170]   in
[00:11:29.170 --> 00:11:29.470]   one
[00:11:29.470 --> 00:11:29.570]   pose
[00:11:29.570 --> 00:11:29.680]  ,
[00:11:29.680 --> 00:11:29.850]   you
[00:11:29.850 --> 00:11:30.080]   know
[00:11:30.080 --> 00:11:30.270]  ,
[00:11:30.270 --> 00:11:30.360]   you
[00:11:30.360 --> 00:11:30.530]  're
[00:11:30.530 --> 00:11:30.760]   just
[00:11:30.760 --> 00:11:31.380]   standing
[00:11:31.380 --> 00:11:31.640]   with
[00:11:31.640 --> 00:11:31.920]   your
[00:11:31.920 --> 00:11:32.070]  ,
[00:11:32.070 --> 00:11:32.320]   your
[00:11:32.320 --> 00:11:32.590]   neck
[00:11:32.590 --> 00:11:33.210]   stretched
[00:11:33.210 --> 00:11:33.480]   high
[00:11:33.480 --> 00:11:33.680]   and
[00:11:33.680 --> 00:11:34.010]   your
[00:11:34.010 --> 00:11:34.290]   chest
[00:11:34.290 --> 00:11:34.490]   out
[00:11:34.490 --> 00:11:34.770]   and
[00:11:34.770 --> 00:11:34.960]   your
[00:11:34.960 --> 00:11:35.300]   spine
[00:11:35.300 --> 00:11:35.850]   straight
[00:11:35.850 --> 00:11:36.200]  .
[00:11:36.200 --> 00:11:36.360]   But
[00:11:36.360 --> 00:11:36.600]   with
[00:11:36.600 --> 00:11:36.770]   hip
[00:11:36.770 --> 00:11:36.940]   hop
[00:11:36.940 --> 00:11:37.060]  ,
[00:11:37.060 --> 00:11:37.160]   we
[00:11:37.160 --> 00:11:37.390]   know
[00:11:37.390 --> 00:11:37.580]   you
[00:11:37.580 --> 00:11:37.790]   need
[00:11:37.790 --> 00:11:37.900]   to
[00:11:37.900 --> 00:11:38.010]   be
[00:11:38.010 --> 00:11:38.060]   a
[00:11:38.060 --> 00:11:38.410]   little
[00:11:38.410 --> 00:11:38.790]   more
[00:11:38.790 --> 00:11:38.930]   loose
[00:11:38.930 --> 00:11:39.040]  ,
[00:11:39.040 --> 00:11:39.090]   a
[00:11:39.090 --> 00:11:39.440]   little
[00:11:39.440 --> 00:11:39.670]   more
[00:11:39.670 --> 00:11:40.200]   relaxed
[00:11:40.200 --> 00:11:40.400]  .
[00:11:40.400 --> 00:11:41.100]   Totally
[00:11:41.100 --> 00:11:41.400]  .
[00:11:41.400 --> 00:11:41.480]   I
[00:11:41.480 --> 00:11:41.640]  'm
[00:11:41.640 --> 00:11:42.290]   thinking
[00:11:42.290 --> 00:11:42.450]   of
[00:11:42.450 --> 00:11:42.770]   when
[00:11:42.770 --> 00:11:42.970]   I
[00:11:42.970 --> 00:11:43.170]   used
[00:11:43.170 --> 00:11:43.330]   to
[00:11:43.330 --> 00:11:43.650]   play
[00:11:43.650 --> 00:11:43.790]   in
[00:11:43.790 --> 00:11:43.990]   a
[00:11:43.990 --> 00:11:44.210]   band
[00:11:44.210 --> 00:11:44.370]  ,
[00:11:44.370 --> 00:11:44.450]   I
[00:11:44.450 --> 00:11:44.930]   played
[00:11:44.930 --> 00:11:45.410]   guitar
[00:11:45.410 --> 00:11:45.650]   and
[00:11:45.650 --> 00:11:45.730]   I
[00:11:45.730 --> 00:11:45.890]  'm
[00:11:45.890 --> 00:11:46.210]   kind
[00:11:46.210 --> 00:11:46.370]   of
[00:11:46.370 --> 00:11:46.450]   a
[00:11:46.450 --> 00:11:46.860]   self
[00:11:46.860 --> 00:11:47.360]   taught
[00:11:47.360 --> 00:11:48.110]   guitarist
[00:11:48.110 --> 00:11:48.360]  .
[00:11:48.360 --> 00:11:48.410]   I
[00:11:48.410 --> 00:11:48.640]   never
[00:11:48.640 --> 00:11:48.860]   took
[00:11:48.860 --> 00:11:49.220]   lessons
[00:11:49.220 --> 00:11:49.360]  .
[00:11:49.360 --> 00:11:49.920]   Yeah
[00:11:49.920 --> 00:11:50.360]  .
[00:11:50.360 --> 00:11:50.520]   But
[00:11:50.520 --> 00:11:50.760]   some
[00:11:50.760 --> 00:11:50.880]   of
[00:11:50.880 --> 00:11:51.040]   the
[00:11:51.040 --> 00:11:51.330]   other
[00:11:51.330 --> 00:11:51.560]   guys
[00:11:51.560 --> 00:11:51.670]   in
[00:11:51.670 --> 00:11:51.930]   the
[00:11:51.930 --> 00:11:52.070]   band
[00:11:52.070 --> 00:11:52.180]  ,
[00:11:52.180 --> 00:11:52.410]   they
[00:11:52.410 --> 00:11:52.950]   studied
[00:11:52.950 --> 00:11:53.170]   guitar
[00:11:53.170 --> 00:11:53.330]   and
[00:11:53.330 --> 00:11:53.570]   they
[00:11:53.570 --> 00:11:53.980]   learned
[00:11:53.980 --> 00:11:54.090]  ,
[00:11:54.090 --> 00:11:54.260]   you
[00:11:54.260 --> 00:11:54.490]   know
[00:11:54.490 --> 00:11:54.760]  ,
[00:11:54.760 --> 00:11:54.770]  
[00:11:54.770 --> 00:11:54.960]   the
[00:11:54.960 --> 00:11:55.450]   quote
[00:11:55.450 --> 00:11:55.460]  ,
[00:11:55.460 --> 00:11:55.620]   un
[00:11:55.620 --> 00:11:55.960]  quote
[00:11:55.960 --> 00:11:56.090]  ,
[00:11:56.090 --> 00:11:56.590]   correct
[00:11:56.590 --> 00:11:56.800]   way
[00:11:56.800 --> 00:11:56.940]   to
[00:11:56.940 --> 00:11:57.350]   play
[00:11:57.350 --> 00:11:57.480]  .
[00:11:57.480 --> 00:11:58.040]   Yeah
[00:11:58.040 --> 00:11:58.480]  .
[00:11:58.480 --> 00:11:58.650]   And
[00:11:58.650 --> 00:11:58.910]   then
[00:11:58.910 --> 00:11:59.170]   they
[00:11:59.170 --> 00:11:59.280]  'd
[00:11:59.280 --> 00:11:59.400]   be
[00:11:59.400 --> 00:11:59.840]   showing
[00:11:59.840 --> 00:12:00.050]   me
[00:12:00.050 --> 00:12:00.080]  ,
[00:12:00.080 --> 00:12:00.200]   oh
[00:12:00.200 --> 00:12:00.320]  ,
[00:12:00.320 --> 00:12:00.690]   Andrew
[00:12:00.690 --> 00:12:00.990]  ,
[00:12:00.990 --> 00:12:01.100]   you
[00:12:01.100 --> 00:12:01.360]   should
[00:12:01.360 --> 00:12:01.610]   play
[00:12:01.610 --> 00:12:01.870]   this
[00:12:01.870 --> 00:12:01.980]   at
[00:12:01.980 --> 00:12:02.340]   this
[00:12:02.340 --> 00:12:02.540]   point
[00:12:02.540 --> 00:12:02.840]  .
[00:12:02.840 --> 00:12:03.010]   And
[00:12:03.010 --> 00:12:03.260]   then
[00:12:03.260 --> 00:12:03.320]   I
[00:12:03.320 --> 00:12:03.530]  'd
[00:12:03.530 --> 00:12:03.610]   say
[00:12:03.610 --> 00:12:03.720]  ,
[00:12:03.720 --> 00:12:03.960]   okay
[00:12:03.960 --> 00:12:04.070]  ,
[00:12:04.070 --> 00:12:04.410]   show
[00:12:04.410 --> 00:12:04.430]   me
[00:12:04.430 --> 00:12:04.540]  ,
[00:12:04.540 --> 00:12:04.720]   how
[00:12:04.720 --> 00:12:04.840]   do
[00:12:04.840 --> 00:12:05.020]   you
[00:12:05.020 --> 00:12:05.390]   play
[00:12:05.390 --> 00:12:05.500]   that
[00:12:05.500 --> 00:12:05.720]  ?
[00:12:05.720 --> 00:12:05.920]   And
[00:12:05.920 --> 00:12:06.210]   they
[00:12:06.210 --> 00:12:06.410]  'd
[00:12:06.410 --> 00:12:06.630]   play
[00:12:06.630 --> 00:12:06.770]   it
[00:12:06.770 --> 00:12:06.920]   a
[00:12:06.920 --> 00:12:07.470]   different
[00:12:07.470 --> 00:12:07.680]   way
[00:12:07.680 --> 00:12:07.960]   than
[00:12:07.960 --> 00:12:08.020]   I
[00:12:08.020 --> 00:12:08.380]   would
[00:12:08.380 --> 00:12:09.110]   naturally
[00:12:09.110 --> 00:12:09.290]   want
[00:12:09.290 --> 00:12:09.430]   to
[00:12:09.430 --> 00:12:09.710]   play
[00:12:09.710 --> 00:12:09.850]   it
[00:12:09.850 --> 00:12:10.120]  .
[00:12:10.120 --> 00:12:10.430]   And
[00:12:10.430 --> 00:12:10.650]   so
[00:12:10.650 --> 00:12:11.290]   trying
[00:12:11.290 --> 00:12:11.500]   to
[00:12:11.500 --> 00:12:12.040]   learn
[00:12:12.040 --> 00:12:12.710]   that
[00:12:12.710 --> 00:12:12.790]   new
[00:12:12.790 --> 00:12:13.330]   style
[00:12:13.330 --> 00:12:13.540]   to
[00:12:13.540 --> 00:12:13.980]   play
[00:12:13.980 --> 00:12:14.180]   is
[00:12:14.180 --> 00:12:14.610]   just
[00:12:14.610 --> 00:12:14.900]   so
[00:12:14.900 --> 00:12:15.790]   difficult
[00:12:15.790 --> 00:12:16.550]   because
[00:12:16.550 --> 00:12:16.860]   you
[00:12:16.860 --> 00:12:17.170]  're
[00:12:17.170 --> 00:12:17.480]   so
[00:12:17.480 --> 00:12:18.520]   accustomed
[00:12:18.520 --> 00:12:18.670]   to
[00:12:18.670 --> 00:12:19.050]   doing
[00:12:19.050 --> 00:12:19.740]   something
[00:12:19.740 --> 00:12:20.090]   one
[00:12:20.090 --> 00:12:20.200]   way
[00:12:20.200 --> 00:12:20.430]   and
[00:12:20.430 --> 00:12:20.730]   when
[00:12:20.730 --> 00:12:21.110]   you
[00:12:21.110 --> 00:12:21.260]   have
[00:12:21.260 --> 00:12:21.410]   to
[00:12:21.410 --> 00:12:21.910]   switch
[00:12:21.910 --> 00:12:22.170]   your
[00:12:22.170 --> 00:12:22.780]   thinking
[00:12:22.780 --> 00:12:22.930]  ,
[00:12:22.930 --> 00:12:23.380]   switch
[00:12:23.380 --> 00:12:23.690]   your
[00:12:23.690 --> 00:12:24.000]   way
[00:12:24.000 --> 00:12:24.320]   of
[00:12:24.320 --> 00:12:24.330]  
[00:12:24.330 --> 00:12:24.750]   moving
[00:12:24.750 --> 00:12:25.030]   your
[00:12:25.030 --> 00:12:25.530]   fingers
[00:12:25.530 --> 00:12:25.680]  ,
[00:12:25.680 --> 00:12:25.890]   it
[00:12:25.890 --> 00:12:25.950]  's
[00:12:25.950 --> 00:12:26.230]   very
[00:12:26.230 --> 00:12:26.940]   confusing
[00:12:26.940 --> 00:12:27.120]  .
[00:12:27.120 --> 00:12:27.380]   That
[00:12:27.380 --> 00:12:27.520]  's
[00:12:27.520 --> 00:12:27.580]   a
[00:12:27.580 --> 00:12:27.910]   great
[00:12:27.910 --> 00:12:28.380]   analogy
[00:12:28.380 --> 00:12:28.690]   here
[00:12:28.690 --> 00:12:28.780]  ,
[00:12:28.780 --> 00:12:28.840]   I
[00:12:28.840 --> 00:12:29.170]   think
[00:12:29.170 --> 00:12:29.300]  ,
[00:12:29.300 --> 00:12:29.630]   for
[00:12:29.630 --> 00:12:29.740]   how
[00:12:29.740 --> 00:12:29.830]   to
[00:12:29.830 --> 00:12:30.160]   learn
[00:12:30.160 --> 00:12:30.510]   these
[00:12:30.510 --> 00:12:30.690]   new
[00:12:30.690 --> 00:12:31.090]   sounds
[00:12:31.090 --> 00:12:31.220]   in
[00:12:31.220 --> 00:12:31.690]   English
[00:12:31.690 --> 00:12:32.000]  .
[00:12:32.000 --> 00:12:32.190]   But
[00:12:32.190 --> 00:12:32.380]   Sue
[00:12:32.380 --> 00:12:32.500]  ,
[00:12:32.500 --> 00:12:32.680]   I
[00:12:32.680 --> 00:12:32.690]  'm
[00:12:32.690 --> 00:12:32.740]   r
[00:12:32.740 --> 00:12:33.180]  ambling
[00:12:33.180 --> 00:12:33.400]  .
[00:12:33.400 --> 00:12:33.590]   Let
[00:12:33.590 --> 00:12:33.720]  's
[00:12:33.720 --> 00:12:33.930]   get
[00:12:33.930 --> 00:12:34.090]   to
[00:12:34.090 --> 00:12:34.190]   it
[00:12:34.190 --> 00:12:34.400]  .
[00:12:34.400 --> 00:12:34.590]   Let
[00:12:34.590 --> 00:12:34.720]  's
[00:12:34.720 --> 00:12:34.930]   get
[00:12:34.930 --> 00:12:35.090]   to
[00:12:35.090 --> 00:12:35.190]   it
[00:12:35.190 --> 00:12:35.400]  .
[00:12:35.400 --> 00:12:35.570]   Of
[00:12:35.570 --> 00:12:36.120]   course
[00:12:36.120 --> 00:12:36.400]  .
[00:12:36.400 --> 00:12:36.960]   Okay
[00:12:36.960 --> 00:12:37.400]  .
[00:12:37.400 --> 00:12:37.490]   So
[00:12:37.490 --> 00:12:37.770]   Andrew
[00:12:37.770 --> 00:12:37.870]  ,
[00:12:37.870 --> 00:12:37.920]   I
[00:12:37.920 --> 00:12:38.100]   want
[00:12:38.100 --> 00:12:38.260]   you
[00:12:38.260 --> 00:12:38.330]   to
[00:12:38.330 --> 00:12:38.620]   repeat
[00:12:38.620 --> 00:12:38.950]   after
[00:12:38.950 --> 00:12:38.970]   me
[00:12:38.970 --> 00:12:39.040]  ,
[00:12:39.040 --> 00:12:39.080]   I
[00:12:39.080 --> 00:12:39.170]  'm
[00:12:39.170 --> 00:12:39.410]   going
[00:12:39.410 --> 00:12:39.500]   to
[00:12:39.500 --> 00:12:39.690]   take
[00:12:39.690 --> 00:12:39.990]   you
[00:12:39.990 --> 00:12:40.160]   through
[00:12:40.160 --> 00:12:40.250]  ,
[00:12:40.250 --> 00:12:40.390]   and
[00:12:40.390 --> 00:12:40.530]   you
[00:12:40.530 --> 00:12:40.840]   guys
[00:12:40.840 --> 00:12:41.130]   out
[00:12:41.130 --> 00:12:41.620]   there
[00:12:41.620 --> 00:12:41.810]   do
[00:12:41.810 --> 00:12:42.100]   the
[00:12:42.100 --> 00:12:42.490]   same
[00:12:42.490 --> 00:12:42.680]  ,
[00:12:42.680 --> 00:12:42.770]   I
[00:12:42.770 --> 00:12:42.960]  'm
[00:12:42.960 --> 00:12:43.470]   going
[00:12:43.470 --> 00:12:43.640]   to
[00:12:43.640 --> 00:12:44.030]   take
[00:12:44.030 --> 00:12:44.320]   you
[00:12:44.320 --> 00:12:45.000]   through
[00:12:45.000 --> 00:12:45.100]   a
[00:12:45.100 --> 00:12:45.690]   series
[00:12:45.690 --> 00:12:45.990]   of
[00:12:45.990 --> 00:12:46.470]   sounds
[00:12:46.470 --> 00:12:46.860]   that
[00:12:46.860 --> 00:12:47.270]   will
[00:12:47.270 --> 00:12:47.760]   help
[00:12:47.760 --> 00:12:47.770]  
[00:12:47.770 --> 00:12:48.170]   lead
[00:12:48.170 --> 00:12:48.620]   your
[00:12:48.620 --> 00:12:49.190]   tongue
[00:12:49.190 --> 00:12:49.390]   to
[00:12:49.390 --> 00:12:49.690]   the
[00:12:49.690 --> 00:12:50.400]   correct
[00:12:50.400 --> 00:12:50.810]   area
[00:12:50.810 --> 00:12:51.010]  ,
[00:12:51.010 --> 00:12:51.620]   again
[00:12:51.620 --> 00:12:51.720]  ,
[00:12:51.720 --> 00:12:52.540]   remember
[00:12:52.540 --> 00:12:52.740]  ,
[00:12:52.740 --> 00:12:53.220]   ours
[00:12:53.220 --> 00:12:53.450]   are
[00:12:53.450 --> 00:12:53.860]   kind
[00:12:53.860 --> 00:12:54.060]   of
[00:12:54.060 --> 00:12:54.470]   made
[00:12:54.470 --> 00:12:54.760]   and
[00:12:54.760 --> 00:12:55.680]   everyone
[00:12:55.680 --> 00:12:56.110]   makes
[00:12:56.110 --> 00:12:56.450]   them
[00:12:56.450 --> 00:12:56.540]   a
[00:12:56.540 --> 00:12:57.060]   little
[00:12:57.060 --> 00:12:57.290]   bit
[00:12:57.290 --> 00:12:58.300]   differently
[00:12:58.300 --> 00:12:58.520]  .
[00:12:58.520 --> 00:12:58.820]   But
[00:12:58.820 --> 00:12:59.040]   in
[00:12:59.040 --> 00:12:59.380]   the
[00:12:59.380 --> 00:13:00.090]   general
[00:13:00.090 --> 00:13:00.500]   area
[00:13:00.500 --> 00:13:00.710]   of
[00:13:00.710 --> 00:13:01.230]   where
[00:13:01.230 --> 00:13:01.650]   your
[00:13:01.650 --> 00:13:02.380]   tongue
[00:13:02.380 --> 00:13:02.800]   needs
[00:13:02.800 --> 00:13:03.010]   to
[00:13:03.010 --> 00:13:03.300]   be
[00:13:03.300 --> 00:13:03.530]   for
[00:13:03.530 --> 00:13:03.740]   an
[00:13:03.740 --> 00:13:03.980]   R
[00:13:03.980 --> 00:13:04.400]   sound
[00:13:04.400 --> 00:13:04.760]  .
[00:13:04.760 --> 00:13:05.320]   Okay
[00:13:05.320 --> 00:13:05.760]  .
[00:13:05.760 --> 00:13:06.020]   Now
[00:13:06.020 --> 00:13:06.210]  ,
[00:13:06.210 --> 00:13:06.300]   I
[00:13:06.300 --> 00:13:06.660]   want
[00:13:06.660 --> 00:13:06.930]   you
[00:13:06.930 --> 00:13:07.140]   to
[00:13:07.140 --> 00:13:07.560]   think
[00:13:07.560 --> 00:13:07.920]   that
[00:13:07.920 --> 00:13:08.380]   your
[00:13:08.380 --> 00:13:08.640]   lips
[00:13:08.640 --> 00:13:08.910]   for
[00:13:08.910 --> 00:13:09.270]   this
[00:13:09.270 --> 00:13:09.720]   whole
[00:13:09.720 --> 00:13:10.540]   exercise
[00:13:10.540 --> 00:13:10.710]   are
[00:13:10.710 --> 00:13:11.220]   going
[00:13:11.220 --> 00:13:11.340]   to
[00:13:11.340 --> 00:13:11.520]   be
[00:13:11.520 --> 00:13:11.700]   in
[00:13:11.700 --> 00:13:12.120]   like
[00:13:12.120 --> 00:13:12.130]  
[00:13:12.130 --> 00:13:12.200]   a
[00:13:12.200 --> 00:13:12.980]   rectangle
[00:13:12.980 --> 00:13:13.690]   position
[00:13:13.690 --> 00:13:13.790]  ,
[00:13:13.790 --> 00:13:14.120]   like
[00:13:14.120 --> 00:13:14.290]   if
[00:13:14.290 --> 00:13:14.670]   you
[00:13:14.670 --> 00:13:14.790]   had
[00:13:14.790 --> 00:13:14.870]   a
[00:13:14.870 --> 00:13:15.290]   noisy
[00:13:15.290 --> 00:13:15.540]   kid
[00:13:15.540 --> 00:13:15.980]   next
[00:13:15.980 --> 00:13:16.040]   to
[00:13:16.040 --> 00:13:16.290]   you
[00:13:16.290 --> 00:13:16.540]   and
[00:13:16.540 --> 00:13:16.790]   you
[00:13:16.790 --> 00:13:17.120]   were
[00:13:17.120 --> 00:13:17.580]   like
[00:13:17.580 --> 00:13:17.720]  ,
[00:13:17.720 --> 00:13:18.100]   Hey
[00:13:18.100 --> 00:13:18.350]  ,
[00:13:18.350 --> 00:13:19.200]   sh
[00:13:19.200 --> 00:13:19.360]  h
[00:13:19.360 --> 00:13:19.400]  ,
[00:13:19.400 --> 00:13:19.720]   and
[00:13:19.720 --> 00:13:20.080]   you
[00:13:20.080 --> 00:13:20.470]   tell
[00:13:20.470 --> 00:13:20.970]   them
[00:13:20.970 --> 00:13:21.110]   to
[00:13:21.110 --> 00:13:21.320]   sh
[00:13:21.320 --> 00:13:21.420]  h
[00:13:21.420 --> 00:13:21.630]  ,
[00:13:21.630 --> 00:13:22.060]   your
[00:13:22.060 --> 00:13:22.490]   lips
[00:13:22.490 --> 00:13:22.920]   kind
[00:13:22.920 --> 00:13:23.130]   of
[00:13:23.130 --> 00:13:23.260]   s
[00:13:23.260 --> 00:13:23.670]  play
[00:13:23.670 --> 00:13:23.970]   out
[00:13:23.970 --> 00:13:24.440]  .
[00:13:24.440 --> 00:13:24.800]   They
[00:13:24.800 --> 00:13:25.130]  're
[00:13:25.130 --> 00:13:25.470]   kind
[00:13:25.470 --> 00:13:25.610]   of
[00:13:25.610 --> 00:13:25.820]  ,
[00:13:25.820 --> 00:13:26.060]   you
[00:13:26.060 --> 00:13:26.420]   know
[00:13:26.420 --> 00:13:26.600]  ,
[00:13:26.600 --> 00:13:27.070]   energ
[00:13:27.070 --> 00:13:27.420]  ized
[00:13:27.420 --> 00:13:27.600]  ,
[00:13:27.600 --> 00:13:27.960]   have
[00:13:27.960 --> 00:13:28.690]   muscular
[00:13:28.690 --> 00:13:28.960]  ity
[00:13:28.960 --> 00:13:29.220]   in
[00:13:29.220 --> 00:13:29.500]   them
[00:13:29.500 --> 00:13:29.880]  .
[00:13:29.880 --> 00:13:30.340]   And
[00:13:30.340 --> 00:13:31.080]   they
[00:13:31.080 --> 00:13:31.450]  're
[00:13:31.450 --> 00:13:32.020]   kind
[00:13:32.020 --> 00:13:32.470]   of
[00:13:32.470 --> 00:13:32.620]   in
[00:13:32.620 --> 00:13:32.770]   a
[00:13:32.770 --> 00:13:33.740]   square
[00:13:33.740 --> 00:13:33.990]   or
[00:13:33.990 --> 00:13:35.370]   rectangle
[00:13:35.370 --> 00:13:35.880]  .
[00:13:35.880 --> 00:13:36.580]   Exactly
[00:13:36.580 --> 00:13:36.880]  .
[00:13:36.880 --> 00:13:37.080]   They
[00:13:37.080 --> 00:13:37.240]  're
[00:13:37.240 --> 00:13:37.570]   pushed
[00:13:37.570 --> 00:13:37.740]   out
[00:13:37.740 --> 00:13:37.880]  .
[00:13:37.880 --> 00:13:38.380]   Yes
[00:13:38.380 --> 00:13:38.880]  .
[00:13:38.880 --> 00:13:38.890]  
[00:13:38.890 --> 00:13:39.220]   And
[00:13:39.220 --> 00:13:39.570]   it
[00:13:39.570 --> 00:13:39.740]  's
[00:13:39.740 --> 00:13:40.450]   almost
[00:13:40.450 --> 00:13:40.870]   like
[00:13:40.870 --> 00:13:40.980]   a
[00:13:40.980 --> 00:13:41.510]   kiss
[00:13:41.510 --> 00:13:42.040]   shape
[00:13:42.040 --> 00:13:42.440]  .
[00:13:42.440 --> 00:13:43.000]   Yeah
[00:13:43.000 --> 00:13:43.440]  .
[00:13:43.440 --> 00:13:43.700]   Like
[00:13:43.700 --> 00:13:43.790]   a
[00:13:43.790 --> 00:13:44.130]   duck
[00:13:44.130 --> 00:13:44.200]  ,
[00:13:44.200 --> 00:13:44.480]   like
[00:13:44.480 --> 00:13:44.620]   an
[00:13:44.620 --> 00:13:45.010]   open
[00:13:45.010 --> 00:13:45.180]   duck
[00:13:45.180 --> 00:13:45.460]   lips
[00:13:45.460 --> 00:13:45.680]  .
[00:13:45.680 --> 00:13:46.240]   Yeah
[00:13:46.240 --> 00:13:46.680]  .
[00:13:46.680 --> 00:13:47.040]   Duck
[00:13:47.040 --> 00:13:47.400]   lips
[00:13:47.400 --> 00:13:47.680]  .
[00:13:47.680 --> 00:13:47.850]   That
[00:13:47.850 --> 00:13:47.920]  's
[00:13:47.920 --> 00:13:47.960]   a
[00:13:47.960 --> 00:13:48.120]   good
[00:13:48.120 --> 00:13:48.320]   way
[00:13:48.320 --> 00:13:48.370]   to
[00:13:48.370 --> 00:13:48.440]   put
[00:13:48.440 --> 00:13:48.540]   it
[00:13:48.540 --> 00:13:48.680]  .
[00:13:48.680 --> 00:13:49.240]   Yeah
[00:13:49.240 --> 00:13:49.680]  .
[00:13:49.680 --> 00:13:49.970]   Self
[00:13:49.970 --> 00:13:50.130]  ie
[00:13:50.130 --> 00:13:50.430]   lips
[00:13:50.430 --> 00:13:50.680]  .
[00:13:50.680 --> 00:13:50.850]   So
[00:13:50.850 --> 00:13:51.020]  ,
[00:13:51.020 --> 00:13:51.370]   okay
[00:13:51.370 --> 00:13:51.540]  ,
[00:13:51.540 --> 00:13:51.700]   so
